"","Species","TREE_ID","X","Y","Year","logF_current"
"13888","Abies concolor","72472_5_19_6_1_315",36.891436,-118.852181,2019,4.42358313775552
"13889","Abies concolor","72472_5_19_6_1_316",36.891436,-118.852181,2009,4.72884303826356
"13890","Abies concolor","72472_5_19_6_1_316",36.891436,-118.852181,2019,4.42413294475552
"13891","Abies concolor","72472_5_19_6_2_318",36.891436,-118.852181,2009,4.72926273826356
"13892","Abies concolor","72472_5_19_6_2_318",36.891436,-118.852181,2019,4.42454425075552
"13893","Abies concolor","72472_5_19_6_2_319",36.891436,-118.852181,2009,4.73008535026356
"13894","Abies concolor","72472_5_19_6_2_319",36.891436,-118.852181,2019,4.42541722675552
"13895","Abies concolor","72472_5_19_6_2_320",36.891436,-118.852181,2009,4.72971181726356
"13896","Abies concolor","72472_5_19_6_2_320",36.891436,-118.852181,2019,4.42500172375552
"13897","Abies concolor","72472_5_19_6_2_321",36.891436,-118.852181,2009,4.73008115326356
"13898","Abies concolor","72472_5_19_6_2_321",36.891436,-118.852181,2019,4.42538784775552
"13899","Abies concolor","72472_5_19_6_2_322",36.891436,-118.852181,2009,4.72893956926356
"13900","Abies concolor","72472_5_19_6_2_322",36.891436,-118.852181,2019,4.42423367275552
"13901","Abies concolor","72472_5_19_6_2_323",36.891436,-118.852181,2009,4.72959010426356
"13902","Abies concolor","72472_5_19_6_2_323",36.891436,-118.852181,2019,4.42488420775552
"13903","Abies concolor","72472_5_19_6_2_324",36.891436,-118.852181,2009,4.72933828426356
"13904","Abies concolor","72472_5_19_6_2_324",36.891436,-118.852181,2019,4.42460300875552
"13905","Abies concolor","72472_5_19_6_2_325",36.891436,-118.852181,2009,4.72952714926356
"13906","Abies concolor","72472_5_19_6_2_325",36.891436,-118.852181,2019,4.42478767675552
"13907","Abies concolor","72472_5_19_6_2_326",36.891436,-118.852181,2009,4.72964886226356
"13908","Abies concolor","72472_5_19_6_2_326",36.891436,-118.852181,2019,4.42488420775552
"13909","Abies concolor","72472_5_19_6_2_327",36.891436,-118.852181,2009,4.72924175326356
"13910","Abies concolor","72472_5_19_6_2_327",36.891436,-118.852181,2019,4.42446450775552
"13911","Abies concolor","72472_5_19_6_2_328",36.891436,-118.852181,2009,4.72944740626356
"13912","Abies concolor","72472_5_19_6_2_328",36.891436,-118.852181,2019,4.42470793375552
"13913","Abies concolor","72472_5_19_6_2_329",36.891436,-118.852181,2009,4.73021126026356
"13914","Abies concolor","72472_5_19_6_2_329",36.891436,-118.852181,2019,4.42550116675552
"13915","Abies concolor","72472_5_19_6_2_330",36.891436,-118.852181,2009,4.72896475126356
"13916","Abies concolor","72472_5_19_6_2_330",36.891436,-118.852181,2019,4.42427564275552
"13917","Abies concolor","72472_5_19_6_2_331",36.891436,-118.852181,2009,4.72893956926356
"13918","Abies concolor","72472_5_19_6_2_331",36.891436,-118.852181,2019,4.42425465775552
"13919","Abies concolor","72472_5_19_6_2_332",36.891436,-118.852181,2009,4.72890599326356
"13920","Abies concolor","72472_5_19_6_2_332",36.891436,-118.852181,2019,4.42423786975552
"13921","Abies concolor","72472_5_19_6_2_336",36.891436,-118.852181,2009,4.72930051126356
"13922","Abies concolor","72472_5_19_6_2_336",36.891436,-118.852181,2019,4.42461559975552
"13923","Abies concolor","72472_5_19_6_2_337",36.891436,-118.852181,2009,4.72917460126356
"13924","Abies concolor","72472_5_19_6_2_337",36.891436,-118.852181,2019,4.42450647775552
"13925","Abies concolor","72472_5_19_6_2_338",36.891436,-118.852181,2009,4.72890179626356
"13926","Abies concolor","72472_5_19_6_2_338",36.891436,-118.852181,2019,4.42423786975552
"13927","Abies concolor","72472_5_19_6_2_340",36.891436,-118.852181,2009,4.72957331626356
"13928","Abies concolor","72472_5_19_6_2_340",36.891436,-118.852181,2019,4.42492198075552
"13929","Abies concolor","72472_5_19_6_3_362",36.891436,-118.852181,2009,4.73039592826356
"13930","Abies concolor","72472_5_19_6_3_362",36.891436,-118.852181,2019,4.42568583475552
"13931","Abies concolor","72472_5_19_6_3_363",36.891436,-118.852181,2009,4.72894796326356
"13932","Abies concolor","72472_5_19_6_3_363",36.891436,-118.852181,2019,4.42420849075552
"13933","Abies concolor","72472_5_19_6_3_364",36.891436,-118.852181,2009,4.72894376626356
"13934","Abies concolor","72472_5_19_6_3_364",36.891436,-118.852181,2019,4.42420849075552
"13935","Abies concolor","72472_5_19_6_3_365",36.891436,-118.852181,2009,4.72899832726356
"13936","Abies concolor","72472_5_19_6_3_365",36.891436,-118.852181,2019,4.42430502175552
"13937","Abies concolor","72472_5_19_6_3_366",36.891436,-118.852181,2009,4.72927952626356
"13938","Abies concolor","72472_5_19_6_3_366",36.891436,-118.852181,2019,4.42456103875552
"13939","Abies concolor","72472_5_19_6_3_368",36.891436,-118.852181,2009,4.73042950426356
"13940","Abies concolor","72472_5_19_6_3_368",36.891436,-118.852181,2019,4.42569422875552
"13941","Abies concolor","72472_5_19_6_3_369",36.891436,-118.852181,2009,4.72893117526356
"13942","Abies concolor","72472_5_19_6_3_369",36.891436,-118.852181,2019,4.42493037475552
"13943","Abies concolor","72472_5_19_6_3_370",36.891436,-118.852181,2009,4.73003918326356
"13944","Abies concolor","72472_5_19_6_3_370",36.891436,-118.852181,2019,4.42548857575552
"13945","Abies concolor","72472_5_19_6_3_371",36.891436,-118.852181,2009,4.72839815626356
"13946","Abies concolor","72472_5_19_6_3_371",36.891436,-118.852181,2019,4.42371744175552
"13947","Abies concolor","72472_5_19_6_3_372",36.891436,-118.852181,2009,4.72930890526356
"13948","Abies concolor","72472_5_19_6_3_372",36.891436,-118.852181,2019,4.42462399375552
"13949","Abies concolor","72472_5_19_6_3_373",36.891436,-118.852181,2009,4.72917040426356
"13950","Abies concolor","72472_5_19_6_3_373",36.891436,-118.852181,2019,4.42452326575552
"13951","Abies concolor","72472_5_19_6_3_374",36.891436,-118.852181,2009,4.72872971926356
"13952","Abies concolor","72472_5_19_6_3_374",36.891436,-118.852181,2019,4.42409517175552
"13953","Abies concolor","72472_5_19_6_3_376",36.891436,-118.852181,2009,4.72950196726356
"13954","Abies concolor","72472_5_19_6_3_376",36.891436,-118.852181,2019,4.42477088875552
"13955","Abies concolor","72472_5_19_6_3_377",36.891436,-118.852181,2009,4.72959010426356
"13956","Abies concolor","72472_5_19_6_3_377",36.891436,-118.852181,2019,4.42486322275552
"13957","Abies concolor","72472_5_19_6_3_378",36.891436,-118.852181,2009,4.72893117526356
"13958","Abies concolor","72472_5_19_6_3_378",36.891436,-118.852181,2019,4.42425465775552
"13959","Abies concolor","72472_5_19_6_3_379",36.891436,-118.852181,2009,4.72922496526356
"13960","Abies concolor","72472_5_19_6_3_379",36.891436,-118.852181,2019,4.42454425075552
"13961","Abies concolor","72472_5_19_6_3_380",36.891436,-118.852181,2009,4.72896055426356
"13962","Abies concolor","72472_5_19_6_3_380",36.891436,-118.852181,2019,4.42424206675552
"13963","Abies concolor","72472_5_19_6_4_342",36.891436,-118.852181,2009,4.73032457926356
"13964","Abies concolor","72472_5_19_6_4_342",36.891436,-118.852181,2019,4.42562707675552
"13965","Abies concolor","72472_5_19_6_4_343",36.891436,-118.852181,2009,4.72975798426356
"13966","Abies concolor","72472_5_19_6_4_343",36.891436,-118.852181,2019,4.42503110275552
"13967","Abies concolor","72472_5_19_6_4_344",36.891436,-118.852181,2009,4.72924175326356
"13968","Abies concolor","72472_5_19_6_4_344",36.891436,-118.852181,2019,4.42453165975552
"13969","Abies concolor","72472_5_19_6_4_345",36.891436,-118.852181,2009,4.72943061826356
"13970","Abies concolor","72472_5_19_6_4_345",36.891436,-118.852181,2019,4.42473731275552
"13971","Abies concolor","72472_5_19_6_4_347",36.891436,-118.852181,2009,4.72959430126356
"13972","Abies concolor","72472_5_19_6_4_347",36.891436,-118.852181,2019,4.42490099575552
"13973","Abies concolor","72472_5_19_6_4_348",36.891436,-118.852181,2009,4.72943481526356
"13974","Abies concolor","72472_5_19_6_4_348",36.891436,-118.852181,2019,4.42470373675552
"13975","Abies concolor","72472_5_19_6_4_350",36.891436,-118.852181,2009,4.72955652826356
"13976","Abies concolor","72472_5_19_6_4_350",36.891436,-118.852181,2019,4.60707840687063
"13977","Abies concolor","72472_5_19_6_4_351",36.891436,-118.852181,2009,4.72956911926356
"13978","Abies concolor","72472_5_19_6_4_351",36.891436,-118.852181,2019,4.42483384375552
"13979","Abies concolor","72472_5_19_6_4_352",36.891436,-118.852181,2009,4.72962787726356
"13980","Abies concolor","72472_5_19_6_4_352",36.891436,-118.852181,2019,4.42487581375552
"13981","Abies concolor","72472_5_19_6_4_353",36.891436,-118.852181,2009,4.73006016826356
"13982","Abies concolor","72472_5_19_6_4_353",36.891436,-118.852181,2019,4.42537525675552
"13983","Abies concolor","72472_5_19_6_4_356",36.891436,-118.852181,2009,4.72948937626356
"13984","Abies concolor","72472_5_19_6_4_356",36.891436,-118.852181,2019,4.42472052475552
"13985","Abies concolor","72472_5_19_6_4_357",36.891436,-118.852181,2009,4.72954813426356
"13986","Abies concolor","72472_5_19_6_4_357",36.891436,-118.852181,2019,4.42481285875552
"13987","Abies concolor","72472_5_19_6_4_359",36.891436,-118.852181,2009,4.72935507226356
"13988","Abies concolor","72472_5_19_6_4_359",36.891436,-118.852181,2019,4.42460300875552
"13989","Abies concolor","72472_5_19_6_4_361",36.891436,-118.852181,2009,4.72926273826356
"13990","Abies concolor","72472_5_19_6_4_361",36.891436,-118.852181,2019,4.42451067475552
"13991","Abies concolor","72544_5_39_6_1_306",37.52514,-119.237411,2007,6.25018164531045
"13992","Abies concolor","72544_5_39_6_1_306",37.52514,-119.237411,2017,4.44229965676567
"13993","Abies concolor","72544_5_39_6_3_130",37.52514,-119.237411,2007,6.24762147531045
"13994","Abies concolor","72544_5_39_6_3_130",37.52514,-119.237411,2017,4.43971850176567
"13995","Abies concolor","72544_5_39_6_3_139",37.52514,-119.237411,2007,6.24975355131045
"13996","Abies concolor","72544_5_39_6_3_139",37.52514,-119.237411,2017,4.44179181976567
"13997","Abies concolor","72544_5_39_6_3_146",37.52514,-119.237411,2007,6.24966121731045
"13998","Abies concolor","72544_5_39_6_3_146",37.52514,-119.237411,2017,4.44170787976567
"13999","Abies concolor","72544_5_39_6_3_147",37.52514,-119.237411,2007,6.24887637831045
"14000","Abies concolor","72544_5_39_6_3_147",37.52514,-119.237411,2017,4.44095241976567
"14001","Abies concolor","72544_5_39_6_3_152",37.52514,-119.237411,2007,6.25025719131045
"14002","Abies concolor","72544_5_39_6_3_152",37.52514,-119.237411,2017,4.44238359676567
"14003","Abies concolor","72544_5_39_6_3_301",37.52514,-119.237411,2007,6.25016485731045
"14004","Abies concolor","72544_5_39_6_3_301",37.52514,-119.237411,2017,4.44224929276567
"14005","Abies concolor","72544_5_39_6_3_302",37.52514,-119.237411,2007,6.25013967531045
"14006","Abies concolor","72544_5_39_6_3_302",37.52514,-119.237411,2017,4.44225348976567
"14007","Abies concolor","72544_5_39_6_3_303",37.52514,-119.237411,2007,6.25017325131045
"14008","Abies concolor","72544_5_39_6_3_303",37.52514,-119.237411,2017,4.44228286876567
"14009","Abies concolor","72544_5_39_6_4_163",37.52514,-119.237411,2007,6.24887218131045
"14010","Abies concolor","72544_5_39_6_4_163",37.52514,-119.237411,2017,4.44100278376567
"14011","Abies concolor","72550_5_29_6_1_101",35.51531,-118.336109,2008,5.38669847314492
"14012","Abies concolor","72550_5_29_6_1_101",35.51531,-118.336109,2018,6.03650349140587
"14013","Abies concolor","72550_5_29_6_1_110",35.51531,-118.336109,2008,5.38710138514492
"14014","Abies concolor","72550_5_29_6_1_110",35.51531,-118.336109,2018,6.03691899440587
"14015","Abies concolor","72550_5_29_6_2_116",35.51531,-118.336109,2008,5.38679500414492
"14016","Abies concolor","72550_5_29_6_2_116",35.51531,-118.336109,2018,6.03662940140587
"14017","Abies concolor","72550_5_29_6_2_117",35.51531,-118.336109,2008,5.38752528214492
"14018","Abies concolor","72550_5_29_6_2_117",35.51531,-118.336109,2018,6.03730092140587
"14019","Abies concolor","72550_5_29_6_2_119",35.51531,-118.336109,2008,5.38739097814492
"14020","Abies concolor","72550_5_29_6_2_119",35.51531,-118.336109,2018,6.03717501140587
"14021","Abies concolor","72550_5_29_6_2_122",35.51531,-118.336109,2008,5.38735320514492
"14022","Abies concolor","72550_5_29_6_2_122",35.51531,-118.336109,2018,6.03714563240587
"14023","Abies concolor","72567_2_35_6_2_306",40.787978,-121.059208,2010,3.63859304169311
"14024","Abies concolor","72567_2_35_6_2_306",40.787978,-121.059208,2020,5.71966887888561
"14025","Abies concolor","72585_3_61_6_1_100",39.276618,-120.482479,2004,5.67833808091999
"14026","Abies concolor","72585_3_61_6_1_100",39.276618,-120.482479,2014,5.69720459595183
"14027","Abies concolor","72624_3_63_6_1_101",40.123615,-120.670288,2004,5.45001524030098
"14028","Abies concolor","72624_3_63_6_1_101",40.123615,-120.670288,2014,6.01534038522823
"14029","Abies concolor","72624_3_63_6_1_111",40.123615,-120.670288,2004,5.44998166430098
"14030","Abies concolor","72624_3_63_6_1_111",40.123615,-120.670288,2014,6.01536976422823
"14031","Abies concolor","72624_3_63_6_1_112",40.123615,-120.670288,2004,5.45009918030098
"14032","Abies concolor","72624_3_63_6_1_112",40.123615,-120.670288,2014,6.01546209822823
"14033","Abies concolor","72624_3_63_6_1_113",40.123615,-120.670288,2004,5.45009078630098
"14034","Abies concolor","72624_3_63_6_1_113",40.123615,-120.670288,2014,6.01546209822823
"14035","Abies concolor","72624_3_63_6_1_114",40.123615,-120.670288,2004,5.44981378430098
"14036","Abies concolor","72624_3_63_6_1_114",40.123615,-120.670288,2014,6.01516830822823
"14037","Abies concolor","72624_3_63_6_1_115",40.123615,-120.670288,2004,5.44996487630098
"14038","Abies concolor","72624_3_63_6_1_115",40.123615,-120.670288,2014,6.01527323322823
"14039","Abies concolor","72624_3_63_6_1_117",40.123615,-120.670288,2004,5.45014115030098
"14040","Abies concolor","72624_3_63_6_1_117",40.123615,-120.670288,2014,6.01550826522823
"14041","Abies concolor","72624_3_63_6_1_118",40.123615,-120.670288,2004,5.45022509030098
"14042","Abies concolor","72624_3_63_6_1_118",40.123615,-120.670288,2014,6.01560059922823
"14043","Abies concolor","72624_3_63_6_1_119",40.123615,-120.670288,2004,5.45022928730098
"14044","Abies concolor","72624_3_63_6_1_119",40.123615,-120.670288,2014,6.01560479622823
"14045","Abies concolor","72624_3_63_6_2_123",40.123615,-120.670288,2004,5.45002783130098
"14046","Abies concolor","72624_3_63_6_2_123",40.123615,-120.670288,2014,6.01538235522823
"14047","Abies concolor","72624_3_63_6_2_125",40.123615,-120.670288,2004,5.44973404130098
"14048","Abies concolor","72624_3_63_6_2_125",40.123615,-120.670288,2014,6.01505498922823
"14049","Abies concolor","72624_3_63_6_2_127",40.123615,-120.670288,2004,5.45006140730098
"14050","Abies concolor","72624_3_63_6_2_127",40.123615,-120.670288,2014,6.01541593122823
"14051","Abies concolor","72624_3_63_6_2_129",40.123615,-120.670288,2004,5.44977181430098
"14052","Abies concolor","72624_3_63_6_2_129",40.123615,-120.670288,2014,6.39049211631475
"14053","Abies concolor","72624_3_63_6_3_135",40.123615,-120.670288,2004,5.44991870930098
"14054","Abies concolor","72624_3_63_6_3_135",40.123615,-120.670288,2014,6.01523126322823
"14055","Abies concolor","72624_3_63_6_3_136",40.123615,-120.670288,2004,5.44981798130098
"14056","Abies concolor","72624_3_63_6_3_136",40.123615,-120.670288,2014,6.01519349022823
"14057","Abies concolor","72624_3_63_6_3_137",40.123615,-120.670288,2004,5.45007819530098
"14058","Abies concolor","72624_3_63_6_3_137",40.123615,-120.670288,2014,6.01541593122823
"14059","Abies concolor","72624_3_63_6_3_138",40.123615,-120.670288,2004,5.44989352730098
"14060","Abies concolor","72624_3_63_6_3_138",40.123615,-120.670288,2014,6.01527323322823
"14061","Abies concolor","72624_3_63_6_3_139",40.123615,-120.670288,2004,5.44989352730098
"14062","Abies concolor","72624_3_63_6_3_139",40.123615,-120.670288,2014,6.01521447522823
"14063","Abies concolor","72624_3_63_6_3_140",40.123615,-120.670288,2004,5.45008658930098
"14064","Abies concolor","72624_3_63_6_3_140",40.123615,-120.670288,2014,6.01545370422823
"14065","Abies concolor","72624_3_63_6_3_141",40.123615,-120.670288,2004,5.44967528330098
"14066","Abies concolor","72624_3_63_6_3_141",40.123615,-120.670288,2014,6.01499623122823
"14067","Abies concolor","72624_3_63_6_3_142",40.123615,-120.670288,2004,5.44967108630098
"14068","Abies concolor","72624_3_63_6_3_142",40.123615,-120.670288,2014,6.39038719131475
"14069","Abies concolor","72624_3_63_6_3_143",40.123615,-120.670288,2004,5.44993130030098
"14070","Abies concolor","72624_3_63_6_3_143",40.123615,-120.670288,2014,6.01531940022823
"14071","Abies concolor","72624_3_63_6_3_145",40.123615,-120.670288,2004,5.44946543330098
"14072","Abies concolor","72624_3_63_6_3_145",40.123615,-120.670288,2014,6.01482415422823
"14073","Abies concolor","72624_3_63_6_3_147",40.123615,-120.670288,2004,5.45019571130098
"14074","Abies concolor","72624_3_63_6_3_147",40.123615,-120.670288,2014,6.01556702322823
"14075","Abies concolor","72624_3_63_6_3_148",40.123615,-120.670288,2004,5.45019571130098
"14076","Abies concolor","72624_3_63_6_3_148",40.123615,-120.670288,2014,6.01556702322823
"14077","Abies concolor","72624_3_63_6_4_150",40.123615,-120.670288,2004,5.44986414830098
"14078","Abies concolor","72624_3_63_6_4_150",40.123615,-120.670288,2014,6.01524385422823
"14079","Abies concolor","72624_3_63_6_4_151",40.123615,-120.670288,2004,5.44999845230098
"14080","Abies concolor","72624_3_63_6_4_151",40.123615,-120.670288,2014,6.01529421822823
"14081","Abies concolor","72624_3_63_6_4_162",40.123615,-120.670288,2004,5.45006140730098
"14082","Abies concolor","72624_3_63_6_4_162",40.123615,-120.670288,2014,6.01538235522823
"14083","Abies concolor","72624_3_63_6_4_165",40.123615,-120.670288,2004,5.45005721030098
"14084","Abies concolor","72624_3_63_6_4_165",40.123615,-120.670288,2014,6.01538655222823
"14085","Abies concolor","72624_3_63_6_4_167",40.123615,-120.670288,2004,5.45009078630098
"14086","Abies concolor","72624_3_63_6_4_167",40.123615,-120.670288,2014,6.01543691622823
"14087","Abies concolor","72624_3_63_6_4_168",40.123615,-120.670288,2004,5.44996907330098
"14088","Abies concolor","72624_3_63_6_4_168",40.123615,-120.670288,2014,6.01527743022823
"14089","Abies concolor","72672_2_93_6_1_101",41.300948,-123.010094,2001,5.04509895804551
"14090","Abies concolor","72672_2_93_6_1_101",41.300948,-123.010094,2011,2.48051890994703
"14091","Abies concolor","72672_2_93_6_1_101",41.300948,-123.010094,2021,NA
"14092","Abies concolor","72672_2_93_6_1_102",41.300948,-123.010094,2001,5.04580825104551
"14093","Abies concolor","72672_2_93_6_1_102",41.300948,-123.010094,2011,2.48113167194703
"14094","Abies concolor","72672_2_93_6_1_102",41.300948,-123.010094,2021,5.35847933977086
"14095","Abies concolor","72672_2_93_6_1_103",41.300948,-123.010094,2001,5.04498563904551
"14096","Abies concolor","72672_2_93_6_1_103",41.300948,-123.010094,2011,2.48040559094703
"14097","Abies concolor","72672_2_93_6_1_103",41.300948,-123.010094,2021,NA
"14098","Abies concolor","72672_2_93_6_1_104",41.300948,-123.010094,2001,5.04524165604551
"14099","Abies concolor","72672_2_93_6_1_104",41.300948,-123.010094,2011,2.48065741094703
"14100","Abies concolor","72672_2_93_6_1_104",41.300948,-123.010094,2021,5.35822332277086
"14101","Abies concolor","72672_2_93_6_1_107",41.300948,-123.010094,2001,5.04477998604551
"14102","Abies concolor","72672_2_93_6_1_107",41.300948,-123.010094,2011,2.48016216494703
"14103","Abies concolor","72672_2_93_6_1_107",41.300948,-123.010094,2021,5.35753501477086
"14104","Abies concolor","72672_2_93_6_1_109",41.300948,-123.010094,2001,5.04595094904551
"14105","Abies concolor","72672_2_93_6_1_109",41.300948,-123.010094,2011,2.48134991594703
"14106","Abies concolor","72672_2_93_6_1_109",41.300948,-123.010094,2021,5.35873115977086
"14107","Abies concolor","72672_2_93_6_1_111",41.300948,-123.010094,2001,5.04606007104551
"14108","Abies concolor","72672_2_93_6_1_111",41.300948,-123.010094,2011,2.48147162894703
"14109","Abies concolor","72672_2_93_6_1_111",41.300948,-123.010094,2021,NA
"14110","Abies concolor","72672_2_93_6_1_114",41.300948,-123.010094,2001,5.04600131304551
"14111","Abies concolor","72672_2_93_6_1_114",41.300948,-123.010094,2011,2.48141706794703
"14112","Abies concolor","72672_2_93_6_1_114",41.300948,-123.010094,2021,NA
"14113","Abies concolor","72672_2_93_6_2_130",41.300948,-123.010094,2001,5.04447780204551
"14114","Abies concolor","72672_2_93_6_2_130",41.300948,-123.010094,2011,2.47983479894703
"14115","Abies concolor","72672_2_93_6_2_130",41.300948,-123.010094,2021,5.35730837677086
"14116","Abies concolor","72672_2_93_6_2_131",41.300948,-123.010094,2001,5.04430992204551
"14117","Abies concolor","72672_2_93_6_2_131",41.300948,-123.010094,2011,2.47968790394703
"14118","Abies concolor","72672_2_93_6_2_131",41.300948,-123.010094,2021,5.35721604277086
"14119","Abies concolor","72672_2_93_6_2_133",41.300948,-123.010094,2001,5.04505279104551
"14120","Abies concolor","72672_2_93_6_2_133",41.300948,-123.010094,2011,2.48046015194703
"14121","Abies concolor","72672_2_93_6_2_133",41.300948,-123.010094,2021,5.35788756277086
"14122","Abies concolor","72672_2_93_6_2_136",41.300948,-123.010094,2001,5.04480097104551
"14123","Abies concolor","72672_2_93_6_2_136",41.300948,-123.010094,2011,2.48017475594703
"14124","Abies concolor","72672_2_93_6_2_136",41.300948,-123.010094,2021,5.35758957577086
"14125","Abies concolor","72672_2_93_6_2_139",41.300948,-123.010094,2001,5.04601810104551
"14126","Abies concolor","72672_2_93_6_2_139",41.300948,-123.010094,2011,2.48143805294703
"14127","Abies concolor","72672_2_93_6_2_139",41.300948,-123.010094,2021,NA
"14128","Abies concolor","72672_2_93_6_2_141",41.300948,-123.010094,2001,5.04595094904551
"14129","Abies concolor","72672_2_93_6_2_141",41.300948,-123.010094,2011,2.48137929494703
"14130","Abies concolor","72672_2_93_6_2_141",41.300948,-123.010094,2021,NA
"14131","Abies concolor","72672_2_93_6_2_142",41.300948,-123.010094,2011,2.48150100794703
"14132","Abies concolor","72672_2_93_6_2_142",41.300948,-123.010094,2021,NA
"14133","Abies concolor","72672_2_93_6_2_143",41.300948,-123.010094,2001,5.04596354004551
"14134","Abies concolor","72672_2_93_6_2_154",41.300948,-123.010094,2011,2.48131214294703
"14135","Abies concolor","72672_2_93_6_2_154",41.300948,-123.010094,2021,5.35870178077086
"14136","Abies concolor","72672_2_93_6_3_126",41.300948,-123.010094,2001,5.04490589604551
"14137","Abies concolor","72672_2_93_6_3_126",41.300948,-123.010094,2011,2.48031325694703
"14138","Abies concolor","72672_2_93_6_3_126",41.300948,-123.010094,2021,5.35772387977087
"14139","Abies concolor","72672_2_93_6_3_127",41.300948,-123.010094,2001,5.04492268404551
"14140","Abies concolor","72672_2_93_6_3_127",41.300948,-123.010094,2011,2.48035102994703
"14141","Abies concolor","72672_2_93_6_3_127",41.300948,-123.010094,2021,NA
"14142","Abies concolor","72672_2_93_6_3_128",41.300948,-123.010094,2001,5.04487651704551
"14143","Abies concolor","72672_2_93_6_3_128",41.300948,-123.010094,2011,2.48030066594703
"14144","Abies concolor","72672_2_93_6_3_128",41.300948,-123.010094,2021,NA
"14145","Abies concolor","72672_2_93_6_3_129",41.300948,-123.010094,2001,5.04489330504551
"14146","Abies concolor","72672_2_93_6_3_129",41.300948,-123.010094,2011,2.48031745394703
"14147","Abies concolor","72672_2_93_6_3_129",41.300948,-123.010094,2021,5.35771968277086
"14148","Abies concolor","72672_2_93_6_4_115",41.300948,-123.010094,2001,5.04503600304551
"14149","Abies concolor","72672_2_93_6_4_115",41.300948,-123.010094,2011,2.48045595494703
"14150","Abies concolor","72672_2_93_6_4_115",41.300948,-123.010094,2021,NA
"14151","Abies concolor","72672_2_93_6_4_116",41.300948,-123.010094,2001,5.04468765204551
"14152","Abies concolor","72672_2_93_6_4_116",41.300948,-123.010094,2011,2.48009081594703
"14153","Abies concolor","72672_2_93_6_4_116",41.300948,-123.010094,2021,5.35753921177086
"14154","Abies concolor","72672_2_93_6_4_117",41.300948,-123.010094,2001,5.04500662404551
"14155","Abies concolor","72672_2_93_6_4_117",41.300948,-123.010094,2011,2.48038880294703
"14156","Abies concolor","72672_2_93_6_4_117",41.300948,-123.010094,2021,5.35777424377086
"14157","Abies concolor","72672_2_93_6_4_118",41.300948,-123.010094,2001,5.04488491104551
"14158","Abies concolor","72672_2_93_6_4_118",41.300948,-123.010094,2011,2.48027128694703
"14159","Abies concolor","72672_2_93_6_4_118",41.300948,-123.010094,2021,5.35766092477086
"14160","Abies concolor","72672_2_93_6_4_120",41.300948,-123.010094,2001,5.04592157004551
"14161","Abies concolor","72672_2_93_6_4_120",41.300948,-123.010094,2011,2.48131633994703
"14162","Abies concolor","72672_2_93_6_4_120",41.300948,-123.010094,2021,5.35873955377086
"14163","Abies concolor","72672_2_93_6_4_121",41.300948,-123.010094,2001,5.04590478204551
"14164","Abies concolor","72672_2_93_6_4_121",41.300948,-123.010094,2011,2.48129955194703
"14165","Abies concolor","72672_2_93_6_4_121",41.300948,-123.010094,2021,5.35863462877086
"14166","Abies concolor","72672_2_93_6_4_122",41.300948,-123.010094,2001,5.04455334804551
"14167","Abies concolor","72672_2_93_6_4_122",41.300948,-123.010094,2011,2.48001946694703
"14168","Abies concolor","72672_2_93_6_4_122",41.300948,-123.010094,2021,NA
"14169","Abies concolor","72672_2_93_6_4_123",41.300948,-123.010094,2001,5.04496465404551
"14170","Abies concolor","72672_2_93_6_4_123",41.300948,-123.010094,2011,2.48035522694703
"14171","Abies concolor","72672_2_93_6_4_123",41.300948,-123.010094,2021,5.35777424377086
"14172","Abies concolor","72672_2_93_6_4_124",41.300948,-123.010094,2001,5.04606426804551
"14173","Abies concolor","72672_2_93_6_4_124",41.300948,-123.010094,2011,2.48146323494703
"14174","Abies concolor","72672_2_93_6_4_124",41.300948,-123.010094,2021,NA
"14175","Abies concolor","72703_3_17_6_2_5",38.526135,-120.471796,2010,3.23643972179653
"14176","Abies concolor","72703_3_17_6_2_5",38.526135,-120.471796,2020,5.60424075375704
"14177","Abies concolor","72703_3_17_6_4_11",38.526135,-120.471796,2010,3.23636837279653
"14178","Abies concolor","72703_3_17_6_4_11",38.526135,-120.471796,2020,5.60415261675704
"14179","Abies concolor","72703_3_17_6_4_12",38.526135,-120.471796,2010,3.23615852279653
"14180","Abies concolor","72703_3_17_6_4_12",38.526135,-120.471796,2020,5.60393856975704
"14181","Abies concolor","72703_3_17_6_4_13",38.526135,-120.471796,2010,3.23650687379653
"14182","Abies concolor","72703_3_17_6_4_13",38.526135,-120.471796,2020,5.60435826975704
"14183","Abies concolor","72703_3_17_6_4_14",38.526135,-120.471796,2010,3.23614593179653
"14184","Abies concolor","72703_3_17_6_4_14",38.526135,-120.471796,2020,5.60390499375704
"14185","Abies concolor","72703_3_17_6_4_15",38.526135,-120.471796,2010,3.23620888679653
"14186","Abies concolor","72703_3_17_6_4_15",38.526135,-120.471796,2020,5.60402250975704
"14187","Abies concolor","72703_3_17_6_4_17",38.526135,-120.471796,2010,3.23635158479653
"14188","Abies concolor","72703_3_17_6_4_17",38.526135,-120.471796,2020,5.60424075375704
"14189","Abies concolor","72703_3_17_6_4_19",38.526135,-120.471796,2010,3.23629702379653
"14190","Abies concolor","72703_3_17_6_4_19",38.526135,-120.471796,2020,5.60414422275704
"14191","Abies concolor","72712_2_105_6_1_100",40.019893,-123.004578,2005,3.34541352474269
"14192","Abies concolor","72712_2_105_6_1_100",40.019893,-123.004578,2015,4.97315533956878
